"Var2","C","C_1","C_2","L_s","L_1_s","L_2_s","K_s","K_1_s","I","I_1","Y","A","Case","ShockType"
"5",0.00845835417388715,0.00747389994053072,0.00957276936867284,0.00197778081146635,0.00444390254632306,0,0.0070043613571348,0.0070043613571348,0.0218472441310442,0.0218472441310442,0.0115505501845128,0.0081450625,"sd_epsilon_A = 1","A"
"6",0.00867501958850916,0.00784985447283529,0.00960911739819484,0.00165776699074748,0.00372485914966818,0,0.00777795129572513,0.00777795129572513,0.0198975270003071,0.0198975270003071,0.0112668843933509,0.007737809375,"sd_epsilon_A = 1","A"
"7",0.00881616154081642,0.00813118849661389,0.00959156007394613,0.00137611937364615,0.00309202129658246,0,0.00839919495571209,0.00839919495571209,0.0181320122955078,0.0181320122955078,0.0109676794520085,0.00735091890625,"sd_epsilon_A = 1","A"
"8",0.00889209924850258,0.00833030208000109,0.00952806106343742,0.00112865750571746,0.00253599586724163,0,0.00888720639885284,0.00888720639885284,0.0165327190080581,0.0165327190080581,0.0106567185735552,0.0069833729609375,"sd_epsilon_A = 1","A"
"9",0.00891197417666906,0.00845819960771698,0.00942565298215644,0.000911638758252003,0.0020483734984081,0,0.00925898115322847,0.00925898115322847,0.0150834523051133,0.0150834523051133,0.010337291744773,0.00663420431289063,"sd_epsilon_A = 1","A"
"10",0.00888387586191812,0.00852463802085448,0.00929053784279903,0.000721713294866935,0.00162162739725334,0,0.00952961975362139,0.00952961975362139,0.0137696244931106,0.0137696244931106,0.0100122511419778,0.0063024940972461,"sd_epsilon_A = 1","A"
"11",0.00881495467499906,0.00853825970933835,0.00912817703070136,0.000555883630461393,0.00124902247382596,0,0.00971252820891847,0.00971252820891847,0.0125780940085729,0.0125780940085729,0.00968406066540786,0.00598736939238379,"sd_epsilon_A = 1","A"
"12",0.00871152285985142,0.0085067116270367,0.00894337188053501,0.000411468316170198,0.000924533744281421,0,0.00981959775339663,0.00981959775339663,0.0114970206168879,0.0114970206168879,0.00935484020087185,0.0056880009227646,"sd_epsilon_A = 1","A"
"13",0.00857914505073589,0.00843675203982672,0.0087403358198054,0.000286069331213742,0.000642773063186962,0,0.00986136599920732,0.00986136599920732,0.0105157351835749,0.0105157351835749,0.0090264051550977,0.00540360087662637,"sd_epsilon_A = 1","A"
"14",0.00842271934680412,0.0083343461734326,0.00852275894628949,0.000177542805020812,0.000398923338662094,0,0.00984716139212188,0.00984716139212188,0.00962462254778344,0.00962462254778344,0.00870030175529302,0.00513342083279505,"sd_epsilon_A = 1","A"
"15",0.00824654991353193,0.00820475189892385,0.00829386581813454,8.3972731179005e-05,0.000188679469897047,0,0.00978523267917199,0.00978523267917199,0.00881501617629044,0.00881501617629044,0.00837783855319428,0.0048767497911553,"sd_epsilon_A = 1","A"
"16",0.00805441198167081,0.00805259647791307,0.00805646715590365,3.64736907955478e-06,8.19532368828508e-06,0,0.00968286492300809,0.00968286492300809,0.00807910340977379,0.00807910340977379,0.00806011452875724,0.00463291230159754,"sd_epsilon_A = 1","A"
"17",0.00784961002562846,0.007881945285399,0.00781300608448559,-6.49619400389331e-05,-0.0001459638640803,0,0.0095464834416171,0.0095464834416171,0.0074098402331584,0.0074098402331584,0.00774804414811048,0.00440126668651766,"sd_epsilon_A = 1","A"
"18",0.00763502982345521,0.00769636333467076,0.007565599478669,-0.000123219788228513,-0.000276864213809091,0,0.00938174691170297,0.00938174691170297,0.00680087460971493,0.00680087460971493,0.00744237969399168,0.00418120335219178,"sd_epsilon_A = 1","A"
"19",0.00741318502897594,0.00749897034465483,0.00731607491857892,-0.000172343767824405,-0.000387241550239817,0,0.00919363074793519,0.00919363074793519,0.00624647751557347,0.00624647751557347,0.00714373115419157,0.00397214318458219,"sd_epsilon_A = 1","A"
"20",0.00718625882224718,0.00729249001458282,0.00706600370942653,-0.000213419788579432,-0.000479535818732777,0,0.00898650175696874,0.00898650175696874,0.00574148089849445,0.00574148089849445,0.0068525839241693,0.00377353602535308,"sd_epsilon_A = 1","A"
"21",0.00695614114669705,0.00707929410302335,0.00681673037353708,-0.000247415823110006,-0.000555921970095975,0,0.00876418496333708,0.00876418496333708,0.00528122186310782,0.00528122186310782,0.00656931455363441,0.00358485922408543,"sd_epsilon_A = 1","A"
"22",0.00672446198936045,0.00686144184737602,0.00656939898086316,-0.000275194240743396,-0.000618337673673914,0,0.00853002341285373,0.00853002341285373,0.00486149245528131,0.00486149245528131,0.00629420474321279,0.00340561626288115,"sd_epsilon_A = 1","A"
"23",0.00649262111395706,0.00664071520517301,0.00632497664668065,-0.000297522873607688,-0.000668508181895312,0,0.008286931676979,0.00828693167697901,0.0044784944816084,0.0044784944816084,0.00602745377605274,0.0032353354497371,"sd_epsilon_A = 1","A"
"24",0.00626181461463921,0.00641865034934547,0.00608427449147256,-0.000315084944203824,-0.000707968636669442,0,0.00803744370777652,0.00803744370777652,0.00412879885693768,0.00412879885693768,0.00576918955013673,0.00307356867725024,"sd_epsilon_A = 1","A"
"25",0.00603305862058095,0.00619656580542365,0.00584796632774362,-0.000328487970576631,-0.000738084078535754,0,0.00778375562675254,0.00778375562675254,0.0038093090240435,0.0038093090240435,0.00551947835992504,0.00291989024338773,"sd_epsilon_A = 1","A"
"26",0.00580721044775416,0.00597558757894516,0.00561660531132855,-0.000338271753409038,-0.00076006739297428,0,0.00752776397128009,0.00752776397128009,0.00351722803554516,0.00351722803554516,0.00527833356056972,0.00277389573121834,"sd_epsilon_A = 1","A"
"27",0.00558498746385594,0.0057566715856882,0.00539063877034583,-0.000344915538766225,-0.000774995404472648,0,0.00727109986877576,0.00727109986877576,0.00325002892954131,0.00325002892954131,0.00504572323412433,0.00263520094465743,"sd_epsilon_A = 1","A"
"28",0.00536698390506199,0.00554062366531788,0.00517042140302635,-0.000348844440693043,-0.000783823307547402,0,0.00701515956070563,0.00701515956070563,0.00300542806760705,0.00300542806760705,0.00482157696477508,0.00250344089742456,"sd_epsilon_A = 1","A"
"29",0.0051536858587722,0.00532811743026435,0.00495622701595893,-0.000350435199310151,-0.000787397604688346,0,0.00676113165529686,0.00676113165529687,0.00278136113722624,0.00278136113722624,0.0046057918189903,0.00237826885255333,"sd_epsilon_A = 1","A"
"30",0.00494548460450208,0.00511971017581182,0.00474825895661613,-0.000350021342363984,-0.000786467703915204,0,0.00651002144902587,0.00651002144902587,0.00257596155078035,0.00257596155078035,0.00439823761649621,0.00225935540992566,"sd_epsilon_A = 1","A"
"31",0.00474268848530602,0.00491585705416986,0.00454665937814967,-0.000347897811275175,-0.000781696313108618,0,0.00626267262209804,0.00626267262209804,0.00238754100022882,0.00238754100022882,0.004198761569024,0.00214638763942938,"sd_epsilon_A = 1","A"
"32",0.0045455334643665,0.00471692369445534,0.00435151746019165,-0.00034432510652039,-0.000773668754324833,0,0.00601978658182624,0.00601978658182624,0.00221457195090133,0.00221457195090133,0.00400719235572915,0.00203906825745791,"sd_epsilon_A = 1","A"
"33",0.00435419250544236,0.00452319743179544,0.00416287669660137,-0.000339533001602642,-0.00076290130876601,0,0.005781939699696,0.005781939699696,0.00205567187965561,0.00205567187965561,0.00382334369696797,0.00193711484458502,"sd_epsilon_A = 1","A"
"34",0.00416878390155644,0.00433489729195332,0.00398074134960915,-0.000333723869851424,-0.000749848691812576,0,0.00554959866265117,0.00554959866265117,0.00190958908228225,0.00190958908228225,0.00364701748164132,0.00184025910235576,"sd_epsilon_A = 1","A"
"35",0.00398937866345107,0.0041521828627839,0.00380508215949592,-0.000327075663788851,-0.000734910747401454,0,0.0053231341364532,0.0053231341364532,0.00177518989268508,0.00177518989268508,0.003478006497508,0.00174824614723798,"sd_epsilon_A = 1","A"
"36",0.00381600706780228,0.00397516217027494,0.00363584138968997,-0.000319744582750156,-0.000718438441938754,0,0.00510283291859981,0.00510283291859981,0.00165144717223008,0.00165144717223008,0.00331609680866105,0.00166083383987608,"sd_epsilon_A = 1","A"
"37",0.00364866445482543,0.00380389866475945,0.00347293727885382,-0.000311867460809814,-0.000700739229763386,0,0.00488890873999899,0.00488890873999899,0.00153742994191953,0.00153742994191953,0.00316106981968848,0.00157779214788227,"sd_epsilon_A = 1","A"
"38",0.00348731635560662,0.00363841741196155,0.00331626796407704,-0.000303563903796785,-0.000682081854835611,0,0.00468151185817135,0.00468151185817135,0.00143229404287171,0.00143229404287171,0.00301270406185087,0.00149890254048816,"sd_epsilon_A = 1","A"
"39",0.00333190302114842,0.00347871057372947,0.00316571493259929,-0.000294938201246353,-0.000662700646727571,0,0.00448073757000802,0.00448073757000802,0.00133527372211594,0.00133527372211594,0.00287077673285253,0.00142395741346375,"sd_epsilon_A = 1","A"
"40",0.00318234341762731,0.00332474225450636,0.00302114605348295,-0.000286081036498285,-0.000642799363066057,0,0.00428663375887226,0.00428663375887226,0.00124567405107873,0.00124567405107873,0.00273506501841604,0.00135275954279056,"sd_epsilon_A = 1","A"
"1",0.00723857462063657,0.00518893869378567,0.00955878956132879,0.00411774409616257,0.00925221509199271,0,0.00210685641646833,0.00210685641646833,0.0351142736078055,0.0351142736078055,0.0136765336617384,0.011,"sd_epsilon_A = 1.1","A"
"2",0.00795442506100667,0.00619274686872924,0.00994866804282922,0.00353923342204532,0.0079523516074215,0,0.00389527348055712,0.00389527348055712,0.0319138074846148,0.0319138074846148,0.0134879014693366,0.01045,"sd_epsilon_A = 1.1","A"
"3",0.00852547175229316,0.00701859357267898,0.0102312777543941,0.00302733702409665,0.0068021646439829,0,0.00540272666082935,0.00540272666082935,0.029019493151761,0.029019493151761,0.0132586147831139,0.0099275,"sd_epsilon_A = 1.1","A"
"4",0.00896998074693404,0.0076883001946916,0.0104208600604502,0.0025749121867814,0.00578560513720882,0,0.00666263763850997,0.00666263763850996,0.0264012429555064,0.0264012429555064,0.0129957722519691,0.009431125,"sd_epsilon_A = 1.1","A"
"5",0.00930418959127586,0.00822128993458379,0.0105300463055401,0.00217555889261299,0.00488829280095537,0,0.00770479749284828,0.00770479749284828,0.0240319685441486,0.0240319685441486,0.0127056052029641,0.00895956875,"sd_epsilon_A = 1.1","A"
"6",0.00954252154736007,0.00863483992011882,0.0105700291380143,0.00182354368982223,0.004097345064635,0,0.00855574642529765,0.00855574642529765,0.0218872797003379,0.0218872797003378,0.012393572832686,0.0085115903125,"sd_epsilon_A = 1.1","A"
"7",0.00969777769489807,0.00894430734627528,0.0105507160813408,0.00151373131101076,0.00340122342624071,0,0.0092391144512833,0.0092391144512833,0.0199452135250586,0.0199452135250586,0.0120644473972093,0.008086010796875,"sd_epsilon_A = 1.1","A"
"8",0.00978130917335284,0.0091633322880012,0.0104808671697812,0.0012415232562892,0.0027895954539658,0,0.00977592703873813,0.00977592703873813,0.0181859909088639,0.0181859909088639,0.0117223904309107,0.00768171025703125,"sd_epsilon_A = 1.1","A"
"9",0.00980317159433597,0.00930401956848868,0.0103682182803721,0.0010028026340772,0.00225321084824892,0,0.0101848792685513,0.0101848792685513,0.0165917975356247,0.0165917975356247,0.0113710209192503,0.00729762474417969,"sd_epsilon_A = 1.1","A"
"10",0.00977226344810993,0.00937710182293993,0.0102195916270789,0.000793884624353628,0.00178379013697867,0,0.0104825817289835,0.0104825817289835,0.0151465869424216,0.0151465869424216,0.0110134762561756,0.00693274350697071,"sd_epsilon_A = 1.1","A"
"11",0.00969645014249897,0.00939208568027219,0.0100409947337715,0.000611471993507531,0.00137392472120856,0,0.0106837810298103,0.0106837810298103,0.0138359034094302,0.0138359034094302,0.0106524667319487,0.00658610633162217,"sd_epsilon_A = 1.1","A"
"12",0.00958267514583656,0.00935738278974037,0.00983770906858851,0.000452615147787218,0.00101698711870956,0,0.0108015575287363,0.0108015575287363,0.0126467226785767,0.0126467226785767,0.010290324220959,0.00625680101504106,"sd_epsilon_A = 1.1","A"
"13",0.00943705955580948,0.00928042724380939,0.00961436940178594,0.000314676264335116,0.00070705036950566,0,0.0108475025991281,0.0108475025991281,0.0115673087019324,0.0115673087019324,0.00992904567060748,0.00594396096428901,"sd_epsilon_A = 1.1","A"
"14",0.00926499128148454,0.00916778079077587,0.00937503484091844,0.000195297085522893,0.000438815672528305,0,0.0108318775313341,0.0108318775313341,0.0105870848025618,0.0105870848025618,0.00957033193082232,0.00564676291607456,"sd_epsilon_A = 1.1","A"
"15",0.00907120490488513,0.00902522708881624,0.00912325239994799,9.23700042969054e-05,0.000207547416886751,0,0.0107637559470892,0.0107637559470892,0.00969651779391948,0.00969651779391948,0.00921562240851371,0.00536442477027083,"sd_epsilon_A = 1.1","A"
"16",0.00885985317983789,0.00885785612570438,0.00886211387149402,4.01210598751029e-06,9.0148560571138e-06,0,0.0106511514153089,0.0106511514153089,0.00888701375075117,0.00888701375075116,0.00886612598163296,0.00509620353175729,"sd_epsilon_A = 1.1","A"
"17",0.00863457102819131,0.0086701398139389,0.00859430669293415,-7.14581340428265e-05,-0.000160560250488331,0,0.0105011317857788,0.0105011317857788,0.00815082425647425,0.00815082425647424,0.00852284856292154,0.00484139335516943,"sd_epsilon_A = 1.1","A"
"18",0.00839853280580073,0.00846599966813785,0.0083221594265359,-0.000135541767051364,-0.000304550635190002,0,0.0103199216028733,0.0103199216028733,0.00748096207068642,0.00748096207068642,0.00818661766339085,0.00459932368741096,"sd_epsilon_A = 1.1","A"
"19",0.00815450353187353,0.00824886737912032,0.00804768241043682,-0.000189578144606846,-0.0004259657052638,0,0.0101129938227287,0.0101129938227287,0.00687112526713082,0.00687112526713082,0.00785810426961073,0.00436935750304041,"sd_epsilon_A = 1.1","A"
"20",0.0079048847044719,0.00802173901604111,0.00777260408036919,-0.000234761767437375,-0.000527489400606054,0,0.00988515193266562,0.00988515193266562,0.00631562898834389,0.00631562898834389,0.00753784231658624,0.00415088962788839,"sd_epsilon_A = 1.1","A"
"21",0.00765175526136675,0.00778722351332569,0.0074984034108908,-0.000272157405421007,-0.000611514167105571,0,0.00964060345967079,0.0096406034596708,0.0058093440494186,0.0058093440494186,0.00722624600899786,0.00394334514649397,"sd_epsilon_A = 1.1","A"
"22",0.0073969081882965,0.00754758603211363,0.00722633887894948,-0.000302713664817736,-0.000680171441041306,0,0.00938302575413911,0.00938302575413911,0.00534764170080944,0.00534764170080944,0.00692362521753407,0.00374617788916927,"sd_epsilon_A = 1.1","A"
"23",0.00714188322535277,0.00730478672569032,0.00695747431134872,-0.000327275160968457,-0.000735359000084844,0,0.00911562484467691,0.00911562484467691,0.00492634392976924,0.00492634392976924,0.00663019915365801,0.00355886899471081,"sd_epsilon_A = 1.1","A"
"24",0.00688799607610314,0.00706051538428002,0.00669270194061982,-0.000346593438624207,-0.000778765500336386,0,0.00884118807855418,0.00884118807855418,0.00454167874263145,0.00454167874263145,0.00634610850515041,0.00338092554497527,"sd_epsilon_A = 1.1","A"
"25",0.00663636448263904,0.00681622238596602,0.00643276296051799,-0.000361336767634294,-0.00081189248638933,0,0.00856213118942779,0.00856213118942779,0.00419023992644785,0.00419023992644785,0.00607142619591754,0.0032118792677265,"sd_epsilon_A = 1.1","A"
"26",0.00638793149252958,0.00657314633683968,0.00617826584246141,-0.000372098928749942,-0.000836074132271708,0,0.0082805403684081,0.0082805403684081,0.00386895083909968,0.00386895083909968,0.00580616691662669,0.00305128530434018,"sd_epsilon_A = 1.1","A"
"27",0.00614348621024153,0.00633233874425702,0.00592970264738041,-0.000379407092642847,-0.000852494944919913,0,0.00799820985565334,0.00799820985565334,0.00357503182249545,0.00357503182249545,0.00555029555753676,0.00289872103912317,"sd_epsilon_A = 1.1","A"
"28",0.00590368229556819,0.00609468603184967,0.00568746354332898,-0.000383728884762346,-0.000862205638302142,0,0.0077166755167762,0.0077166755167762,0.00330597087436776,0.00330597087436776,0.00530373466125259,0.00275378498716701,"sd_epsilon_A = 1.1","A"
"29",0.00566905444464943,0.00586092917329078,0.00545184971755482,-0.000385478719241166,-0.000866137365157181,0,0.00743724482082655,0.00743724482082655,0.00305949725094887,0.00305949725094887,0.00506637100088933,0.00261609573780866,"sd_epsilon_A = 1.1","A"
"30",0.00544003306495229,0.005631681193393,0.00522308485227774,-0.000385023476600382,-0.000865114474306724,0,0.00716102359392846,0.00716102359392846,0.00283355770585839,0.00283355770585839,0.00483806137814584,0.00248529095091823,"sd_epsilon_A = 1.1","A"
"31",0.00521695733383663,0.00540744275958685,0.00500132531596464,-0.000382687592402693,-0.000859865944419481,0,0.00688893988430785,0.00688893988430785,0.0026262951002517,0.0026262951002517,0.0046186377259264,0.00236102640337232,"sd_epsilon_A = 1.1","A"
"32",0.00500008681080315,0.00518861606390088,0.00478666920621082,-0.000378757617172428,-0.000851035629757317,0,0.00662176524000886,0.00662176524000886,0.00243602914599147,0.00243602914599147,0.00440791159130207,0.0022429750832037,"sd_epsilon_A = 1.1","A"
"33",0.00478961175598659,0.00497551717497499,0.00457916436626151,-0.000373486301762906,-0.000839191439642611,0,0.0063601336696656,0.0063601336696656,0.00226123906762117,0.00226123906762117,0.00420567806666477,0.00213082632904352,"sd_epsilon_A = 1.1","A"
"34",0.00458566229171208,0.00476838702114865,0.00437881548457007,-0.000367096256836567,-0.000824833560993834,0,0.00610455852891629,0.00610455852891629,0.00210054799051048,0.00210054799051048,0.00401171922980546,0.00202428501259134,"sd_epsilon_A = 1.1","A"
"35",0.00438831652979618,0.0045674011490623,0.00418559037544552,-0.000359783230167737,-0.0008084018221416,0,0.00585544755009852,0.00585544755009852,0.00195270888195359,0.00195270888195359,0.0038258071472588,0.00192307076196177,"sd_epsilon_A = 1.1","A"
"36",0.00419760777458251,0.00437267838730243,0.00399942552865897,-0.000351719041025171,-0.000790282286132629,0,0.00561311621045979,0.00561311621045979,0.00181659188945309,0.00181659188945309,0.00364770648952715,0.00182691722386369,"sd_epsilon_A = 1.1","A"
"37",0.00401353090030798,0.0041842885312354,0.0038202310067392,-0.000343054206890795,-0.000770813152739725,0,0.00537779961399889,0.00537779961399889,0.00169117293611148,0.00169117293611148,0.00347717680165733,0.0017355713626705,"sd_epsilon_A = 1.1","A"
"38",0.00383604799116728,0.0040022591531577,0.00364789476048475,-0.000333920294176463,-0.000750290040319172,0,0.00514966304398849,0.00514966304398849,0.00157552344715888,0.00157552344715888,0.00331397446803596,0.00164879279453698,"sd_epsilon_A = 1.1","A"
"39",0.00366509332326327,0.00382658163110241,0.00348228642585921,-0.000324432021370988,-0.000728970711400328,0,0.00492881132700883,0.00492881132700883,0.00146880109432754,0.00146880109432754,0.00315785440613779,0.00156635315481013,"sd_epsilon_A = 1.1","A"
"40",0.00350057775939005,0.003657216479957,0.00332326065883124,-0.000314689140148113,-0.000707079299372662,0,0.00471529713475949,0.00471529713475949,0.00137024145618661,0.0013702414561866,0.00300857152025764,0.00148803549706962,"sd_epsilon_A = 1.1","A"
"1",0.00789662685887626,0.00566066039322073,0.0104277704305405,0.00449208446854099,0.0100933255549011,0,0.00229838881796546,0.00229838881796545,0.0383064802994242,0.0383064802994242,0.0149198549037146,0.012,"sd_epsilon_A = 1.2","A"
"2",0.00867755461200727,0.00675572385679553,0.0108530924103591,0.00386098191495854,0.00867529266264164,0,0.00424938925151686,0.00424938925151685,0.0348150627104889,0.0348150627104889,0.0147140743301854,0.0114,"sd_epsilon_A = 1.2","A"
"3",0.00930051463886527,0.00765664753383161,0.0111613939138844,0.00330254948083271,0.00742054324798135,0,0.00589388362999565,0.00589388362999565,0.0316576288928302,0.0316576288928302,0.0144639433997607,0.01083,"sd_epsilon_A = 1.2","A"
"4",0.00978543354210987,0.0083872365760272,0.0113682109750366,0.00280899511285244,0.00631156924059144,0,0.0072683319692836,0.0072683319692836,0.0288013559514615,0.0288013559514615,0.0141772060930572,0.0102885,"sd_epsilon_A = 1.2","A"
"5",0.0101500250086646,0.00896867992863686,0.0114873232424074,0.00237333697375962,0.00533268305558768,0,0.00840523362856176,0.00840523362856176,0.026216692957253,0.026216692957253,0.0138606602214154,0.009774075,"sd_epsilon_A = 1.2","A"
"6",0.010410023506211,0.00941982536740235,0.0115309408778338,0.00198932038889698,0.00446983097960182,0,0.00933354155487016,0.00933354155487016,0.0238770324003686,0.0238770324003686,0.0135202612720211,0.00928537125000001,"sd_epsilon_A = 1.2","A"
"7",0.0105793938489797,0.00975742619593667,0.0115098720887354,0.00165134324837538,0.00371042555589896,0,0.0100790339468545,0.0100790339468545,0.0217584147546094,0.0217584147546094,0.0131612153424102,0.00882110268750001,"sd_epsilon_A = 1.2","A"
"8",0.0106705190982031,0.00999636249600131,0.0114336732761249,0.00135438900686095,0.00304319504068996,0,0.0106646476786234,0.0106646476786234,0.0198392628096697,0.0198392628096697,0.0127880622882662,0.00838004755312501,"sd_epsilon_A = 1.2","A"
"9",0.0106943690120029,0.0101498395292604,0.0113107835785877,0.0010939665099024,0.00245804819808973,0,0.0111107773838742,0.0111107773838742,0.018100142766136,0.018100142766136,0.0124047500937276,0.00796104517546876,"sd_epsilon_A = 1.2","A"
"10",0.0106606510343017,0.0102295656250254,0.0111486454113588,0.000866055953840322,0.001945952876704,0,0.0114355437043457,0.0114355437043457,0.0165235493917327,0.0165235493917327,0.0120147013703734,0.00756299291669532,"sd_epsilon_A = 1.2","A"
"11",0.0105779456099989,0.010245911651206,0.0109538124368416,0.000667060356553672,0.00149882696859115,0,0.0116550338507022,0.0116550338507022,0.0150937128102875,0.0150937128102875,0.0116208727984894,0.00718484327086055,"sd_epsilon_A = 1.2","A"
"12",0.0104538274318217,0.010208053952444,0.010732046256642,0.000493761979404238,0.0011094404931377,0,0.011783517304076,0.011783517304076,0.0137964247402655,0.0137964247402655,0.0112258082410462,0.00682560110731753,"sd_epsilon_A = 1.2","A"
"13",0.0102949740608831,0.0101241024477921,0.0104884029837665,0.00034328319745649,0.000771327675824356,0,0.0118336391990488,0.0118336391990488,0.0126188822202899,0.0126188822202899,0.0108316861861173,0.00648432105195165,"sd_epsilon_A = 1.2","A"
"14",0.010107263216165,0.0100012154081191,0.0102273107355474,0.000213051366024974,0.000478708006394514,0,0.0118165936705463,0.0118165936705463,0.0115495470573401,0.0115495470573401,0.0104403621063516,0.00616010499935407,"sd_epsilon_A = 1.2","A"
"15",0.00989585989623832,0.00984570227870862,0.00995263898176144,0.000100767277414806,0.000226415363876457,0,0.0117422792150064,0.0117422792150064,0.0105780194115485,0.0105780194115485,0.0100534062638331,0.00585209974938636,"sd_epsilon_A = 1.2","A"
"16",0.00966529437800497,0.00966311577349569,0.00966776058708438,4.37684289546492e-06,9.83438842594079e-06,0,0.0116194379076097,0.0116194379076097,0.00969492409172855,0.00969492409172854,0.00967213743450869,0.00555949476191705,"sd_epsilon_A = 1.2","A"
"17",0.00941953203075416,0.0094583343424788,0.00937560730138272,-7.79543280467201e-05,-0.00017515663689636,0,0.0114557801299405,0.0114557801299405,0.00889180827979009,0.00889180827979009,0.00929765297773259,0.00528152002382119,"sd_epsilon_A = 1.2","A"
"18",0.00916203578814625,0.00923563600160492,0.0090787193744028,-0.000147863745874217,-0.000332237056570912,0,0.0112580962940436,0.0112580962940436,0.00816104953165792,0.00816104953165792,0.00893085563279002,0.00501744402263013,"sd_epsilon_A = 1.2","A"
"19",0.00889582203477113,0.0089987644135858,0.00877928990229471,-0.000206812521389286,-0.000464689860287783,0,0.0110323568975222,0.0110323568975222,0.00749577301868816,0.00749577301868816,0.00857247738502989,0.00476657182149863,"sd_epsilon_A = 1.2","A"
"20",0.00862351058669662,0.00875098801749939,0.00847920445131184,-0.000256103746295319,-0.000575442982479333,0,0.0107838021083625,0.0107838021083625,0.00688977707819333,0.00688977707819333,0.00822310070900317,0.0045282432304237,"sd_epsilon_A = 1.2","A"
"21",0.00834736937603646,0.00849515292362803,0.0081800764482445,-0.000296898987732008,-0.000667106364115171,0,0.0105170219560045,0.0105170219560045,0.00633746623572938,0.00633746623572938,0.0078831774643613,0.00430183106890251,"sd_epsilon_A = 1.2","A"
"22",0.00806935438723255,0.00823373021685123,0.0078832787770358,-0.000330233088892077,-0.000742005208408699,0,0.0102360280954245,0.0102360280954245,0.00583379094633757,0.00583379094633757,0.00755304569185535,0.00408673951545739,"sd_epsilon_A = 1.2","A"
"23",0.00779114533674847,0.00796885824620762,0.00758997197601679,-0.000357027448329226,-0.000802209818274375,0,0.00994431801237481,0.00994431801237481,0.00537419337793008,0.00537419337793008,0.00723294453126329,0.00388240253968452,"sd_epsilon_A = 1.2","A"
"24",0.00751417753756706,0.00770238041921457,0.00730112938976707,-0.00037810193304459,-0.000849562364003331,0,0.00964493244933183,0.00964493244933183,0.00495455862832522,0.00495455862832522,0.00692302746016408,0.00368828241270029,"sd_epsilon_A = 1.2","A"
"25",0.00723967034469714,0.00743587896650839,0.00701755959329235,-0.000394185564691957,-0.000885700894242906,0,0.00934050675210305,0.00934050675210305,0.0045711708288522,0.0045711708288522,0.00662337403191005,0.00350386829206528,"sd_epsilon_A = 1.2","A"
"26",0.006968652537305,0.0071707050947342,0.00673992637359426,-0.000405926104090846,-0.000912080871569137,0,0.00903331676553611,0.00903331676553611,0.00422067364265419,0.00422067364265419,0.00633400027268366,0.00332867487746201,"sd_epsilon_A = 1.2","A"
"27",0.00670198495662713,0.00690800590282584,0.006468766524415,-0.00041389864651947,-0.000929994485367177,0,0.00872531984253091,0.00872531984253091,0.00390003471544958,0.00390003471544958,0.00605486788094919,0.00316224113358891,"sd_epsilon_A = 1.2","A"
"28",0.00644038068607439,0.00664874839838146,0.00620450568363162,-0.000418613328831651,-0.000940587969056883,0,0.00841819147284676,0.00841819147284676,0.00360651368112846,0.00360651368112846,0.0057858923577301,0.00300412907690947,"sd_epsilon_A = 1.2","A"
"29",0.00618442303052665,0.00639374091631722,0.00594747241915071,-0.000420522239172182,-0.000944877125626016,0,0.00811335798635624,0.00811335798635624,0.00333763336467149,0.00333763336467149,0.00552695018278836,0.00285392262306399,"sd_epsilon_A = 1.2","A"
"30",0.0059345815254025,0.00614365221097418,0.00569791074793936,-0.000420025610836781,-0.000943761244698245,0,0.00781202573883105,0.00781202573883105,0.00309115386093642,0.00309115386093642,0.00527788513979546,0.00271122649191079,"sd_epsilon_A = 1.2","A"
"31",0.00569122618236723,0.00589902846500384,0.0054559912537796,-0.000417477373530211,-0.000938035575730344,0,0.00751520714651765,0.00751520714651766,0.00286504920027458,0.00286504920027458,0.0050385138828288,0.00257566516731526,"sd_epsilon_A = 1.2","A"
"32",0.0054546401572398,0.00566030843334641,0.00522182095222998,-0.000413190127824468,-0.000928402505189801,0,0.00722374389819149,0.00722374389819149,0.0026574863410816,0.0026574863410816,0.00480863082687498,0.00244688190894949,"sd_epsilon_A = 1.2","A"
"33",0.00522503100653083,0.00542783691815453,0.00499545203592165,-0.000407439601923171,-0.000915481570519213,0,0.0069383276396352,0.0069383276396352,0.00246680625558673,0.00246680625558673,0.00458801243636157,0.00232453781350202,"sd_epsilon_A = 1.2","A"
"34",0.00500254068186773,0.00520187675034398,0.00477688961953098,-0.00040046864382171,-0.000899818430175092,0,0.0066595183951814,0.0066595183951814,0.0022915068987387,0.0022915068987387,0.00437642097796959,0.00220831092282692,"sd_epsilon_A = 1.2","A"
"35",0.00478725439614128,0.00498261943534069,0.00456609859139511,-0.000392490796546622,-0.000881892896881746,0,0.00638776096374384,0.00638776096374384,0.0021302278712221,0.0021302278712221,0.0041736077970096,0.00209789537668557,"sd_epsilon_A = 1.2","A"
"36",0.00457920848136274,0.00477019460432992,0.00436300966762797,-0.000383693499300187,-0.000862126130326505,0,0.00612339950231977,0.00612339950231977,0.00198173660667609,0.00198173660667609,0.00397931617039326,0.00199300060785129,"sd_epsilon_A = 1.2","A"
"37",0.00437839734579052,0.00456467839771135,0.00416752473462458,-0.000374240952971777,-0.000840887075716064,0,0.00586669048799879,0.00586669048799879,0.00184491593030343,0.00184491593030343,0.00379328378362617,0.00189335057745873,"sd_epsilon_A = 1.2","A"
